Wall time,Step,Value
1621930011.696542,0,37.869998931884766
1621930041.8166065,1,42.72999954223633
1621930072.0109756,2,41.810001373291016
1621930103.5719688,3,55.27000045776367
1621930141.3352838,4,62.2599983215332
1621930205.279673,5,65.26000213623047
1621930297.1955776,6,68.04000091552734
1621930389.448509,7,71.51000213623047
1621930481.5303702,8,72.94999694824219
1621930573.874221,9,75.94999694824219
1621930666.3063946,10,76.76000213623047
1621930758.487149,11,75.94999694824219
1621930850.6784837,12,74.79000091552734
1621930942.8630717,13,80.55999755859375
1621931035.150648,14,78.83000183105469
1621931127.4380178,15,76.94000244140625
1621931219.6943066,16,79.43000030517578
1621931312.0184507,17,79.45999908447266
1621931404.186622,18,81.44999694824219
1621931496.196536,19,81.16000366210938
1621931588.5532293,20,78.1500015258789
1621931680.8495219,21,84.16999816894531
1621931773.2245789,22,77.62999725341797
1621931865.5472276,23,82.12999725341797
1621931957.8098412,24,80.8499984741211
1621932049.9864652,25,82.06999969482422
1621932142.363971,26,80.16999816894531
1621932234.6181266,27,84.2699966430664
1621932326.8398578,28,82.16999816894531
1621932419.0518708,29,81.58999633789062
1621932511.4571502,30,79.04000091552734
1621932603.6684813,31,77.56999969482422
1621932695.9892352,32,82.80999755859375
1621932788.3553174,33,83.23999786376953
1621932880.7584329,34,82.51000213623047
1621932973.081168,35,80.30999755859375
1621933065.2681298,36,84.01000213623047
1621933157.4183605,37,83.4800033569336
1621933249.7603838,38,82.88999938964844
1621933342.155896,39,82.87000274658203
1621933434.5131762,40,82.66000366210938
1621933526.7484913,41,82.58000183105469
1621933619.2257237,42,85.06999969482422
1621933711.7392354,43,83.72000122070312
1621933804.0135298,44,80.98999786376953
1621933896.2745333,45,85.27999877929688
1621933988.6676219,46,80.08999633789062
1621934080.9025817,47,83.05999755859375
1621934173.211475,48,85.13999938964844
1621934265.6192694,49,82.4800033569336
1621934357.9153426,50,83.08999633789062
1621934450.1949065,51,84.11000061035156
1621934542.4988627,52,84.05999755859375
1621934634.8232067,53,82.41000366210938
1621934727.0797904,54,84.01000213623047
1621934819.120143,55,83.19000244140625
1621934911.519168,56,83.18000030517578
1621935003.8867586,57,80.48999786376953
1621935096.295821,58,82.7300033569336
1621935188.4402058,59,82.37000274658203
1621935280.7107613,60,82.91000366210938
1621935373.0850804,61,82.3499984741211
1621935465.3677783,62,83.5
1621935557.667695,63,86.31999969482422
1621935650.047164,64,84.66000366210938
1621935742.3525443,65,85.06999969482422
1621935834.6062675,66,85.48999786376953
1621935926.9075744,67,85.2300033569336
1621936019.2479532,68,86.9800033569336
1621936111.5969481,69,86.7300033569336
1621936203.9394321,70,86.91000366210938
1621936296.2420309,71,85.18000030517578
1621936388.3848574,72,86.5999984741211
1621936480.5492578,73,86.2699966430664
1621936572.8808692,74,83.31999969482422
1621936665.137971,75,85.87999725341797
1621936757.4842112,76,87.5199966430664
1621936849.8350565,77,84.16000366210938
1621936942.194688,78,87.04000091552734
1621937034.5091693,79,83.41000366210938
1621937126.9086134,80,86.48999786376953
1621937219.2636523,81,85.83000183105469
1621937311.5418262,82,88.66999816894531
1621937404.0220518,83,86.30999755859375
1621937496.2828264,84,87.7699966430664
1621937588.6671112,85,86.51000213623047
1621937680.8394141,86,86.06999969482422
1621937773.11294,87,86.7300033569336
1621937865.4375606,88,88.68000030517578
1621937957.9626195,89,87.27999877929688
1621938050.0289128,90,87.79000091552734
1621938142.1934104,91,86.5
1621938234.5418558,92,84.97000122070312
1621938326.9820254,93,83.22000122070312
1621938419.3264096,94,87.02999877929688
1621938511.5564167,95,88.73999786376953
1621938604.0200799,96,88.91000366210938
1621938696.471877,97,87.93000030517578
1621938788.8996708,98,89.52999877929688
1621938881.1479018,99,86.0
1621938973.5676184,100,88.11000061035156
1621939065.8740032,101,89.47000122070312
1621939158.194447,102,89.5
1621939250.3970926,103,89.51000213623047
1621939342.7399652,104,89.62000274658203
1621939434.9378972,105,88.33000183105469
1621939527.4478247,106,86.7699966430664
1621939619.6102054,107,87.19999694824219
1621939711.7591958,108,89.72000122070312
1621939804.2039616,109,90.08000183105469
1621939896.55583,110,90.2699966430664
1621939988.8256261,111,89.26000213623047
1621940081.1172044,112,89.69000244140625
1621940173.454276,113,88.5199966430664
1621940265.716825,114,91.45999908447266
1621940358.1852503,115,90.30000305175781
1621940450.4041848,116,89.19999694824219
1621940542.8608696,117,88.9000015258789
1621940635.3047764,118,90.38999938964844
1621940727.5718098,119,90.11000061035156
1621940819.9098628,120,88.61000061035156
1621940912.2331343,121,90.29000091552734
1621941004.4922686,122,91.11000061035156
1621941096.8713672,123,89.55999755859375
1621941189.0921688,124,89.08999633789062
1621941281.2403646,125,90.4000015258789
1621941373.5274434,126,91.5999984741211
1621941465.7437649,127,91.63999938964844
