Wall time,Step,Value
1621930133.7470443,0,2.098280906677246
1621930141.0520077,0,1.9480900764465332
1621930151.3144119,0,1.7133355140686035
1621930161.5574555,0,1.6555302143096924
1621930162.2784996,0,1.8064558506011963
1621930167.9076114,0,1.673175573348999
1621930172.9655597,0,1.532889485359192
1621930173.255968,0,1.5846176147460938
1621930174.3820636,0,1.6435729265213013
1621930202.815231,1,1.5986398458480835
1621930215.7085164,1,1.4923484325408936
1621930224.7214959,1,1.537245273590088
1621930226.1883962,1,1.3119982481002808
1621930236.3613293,1,1.4125069379806519
1621930239.064186,1,1.4113792181015015
1621930253.1529055,1,1.2780239582061768
1621930254.8200972,1,1.3280754089355469
1621930278.7141602,2,1.3912386894226074
1621930284.626712,2,1.2699739933013916
1621930321.2549963,2,1.0818413496017456
1621930332.1671407,2,0.9324030876159668
1621930340.1640675,2,0.9922469854354858
1621930361.896688,3,0.825146496295929
1621930378.9144125,3,1.0283411741256714
1621930389.951696,3,0.9305247664451599
1621930390.5876503,3,0.8880054354667664
1621930393.5226164,3,0.8935290575027466
1621930394.3793879,3,1.0746793746948242
1621930404.4764023,3,0.8439229130744934
1621930405.9496207,3,1.2438169717788696
1621930415.1858854,3,0.9135618805885315
1621930439.4723918,3,0.9651727080345154
1621930474.6260881,4,0.788083016872406
1621930483.3180926,4,0.7047731876373291
1621930483.9577603,4,0.8698312640190125
1621930506.3743122,4,0.8797743916511536
1621930513.2681215,4,0.7715198397636414
1621930521.6481056,4,0.7692137956619263
1621930552.2986395,5,0.7680243849754333
1621930564.702833,5,0.7719514966011047
1621930585.9710214,5,0.8862260580062866
1621930599.1780372,5,0.8070675730705261
1621930608.5959582,5,0.6182294487953186
1621930631.5787463,6,0.5273681282997131
1621930641.4619167,6,0.6272434592247009
1621930651.704291,6,0.5942596197128296
1621930651.8751757,6,0.7552933692932129
1621930654.316695,6,0.5653473734855652
1621930661.2539592,6,0.5618177652359009
1621930693.2301648,6,0.6561989188194275
1621930710.5492213,7,0.6107620000839233
1621930757.8374352,7,0.47307246923446655
1621930772.6945884,7,0.4828440248966217
1621930804.307005,8,0.5310947895050049
1621930818.8219843,8,0.6219606995582581
1621930822.1911442,8,0.6946958303451538
1621930822.4010406,8,0.6064864993095398
1621930834.4846115,8,0.6227812767028809
1621930905.541159,9,0.5578652620315552
1621930905.9582772,9,0.5599600076675415
1621930916.4415956,9,0.3547501266002655
1621930931.09238,9,0.5259979367256165
1621930946.225863,9,0.5657230019569397
1621930947.6917725,9,0.6982929110527039
1621930975.900877,10,0.46643513441085815
1621930981.8191857,10,0.4179413616657257
1621930998.6499548,10,0.5452479124069214
1621931011.641865,10,0.4541236162185669
1621931031.8610098,10,0.4912998080253601
1621931039.258107,10,0.4396197497844696
1621931062.804347,11,0.5882962346076965
1621931080.216322,11,0.5397979021072388
1621931099.5461469,11,0.48003244400024414
1621931103.1186378,11,0.6275255084037781
1621931135.967342,11,0.4423786997795105
1621931137.6344793,11,0.5674684047698975
